Fz,Cz,Pz,C3,T3,C4,T4,Fp1,Fp2,F3,F4,F7,F8,P3,P4,T5,T6,O1,O2,Class
156,50,236,156,163,16,16,52,-20,200,52,-20,52,-131,16,200,-125,85,-90,c
-55,50,-20,15,-57,-20,-20,89,89,347,52,126,89,52,200,89,191,191,191,c
85,121,89,121,16,-20,126,89,200,420,273,89,236,-94,200,236,-19,-19,-19,c
85,50,52,85,-20,-131,-94,-20,16,457,89,-20,16,-167,16,163,-55,15,-90,c
-19,121,-57,50,-131,-57,89,89,310,531,236,89,163,16,310,163,226,121,85,c
121,85,126,121,16,-20,52,52,236,273,163,-57,89,-167,89,310,-160,-19,-160,c
-55,50,-57,15,-94,-94,-20,52,236,310,52,89,52,-20,236,236,156,156,85,c
50,121,16,85,-20,16,236,163,457,384,236,89,200,-57,347,310,15,50,15,c
121,-19,89,50,16,-57,-20,52,163,273,52,-94,-20,-131,52,200,-90,85,-90,c
-19,85,-57,50,-94,52,126,200,384,384,236,52,163,89,310,163,226,226,191,c
226,50,126,121,89,16,126,163,273,273,236,-131,89,-94,52,347,-90,15,-90,c
121,50,16,-19,16,-57,-57,163,200,310,89,16,-20,16,126,200,121,191,121,c
156,156,126,85,52,126,273,273,457,273,273,126,200,52,310,236,156,226,156,c
191,15,200,85,163,52,52,126,126,89,126,16,16,-20,52,310,-125,191,-55,c
15,85,16,50,89,89,200,163,273,236,200,163,163,163,384,236,261,367,226,c
226,121,200,191,236,126,236,89,200,16,236,16,200,16,236,347,-19,261,-55,c
156,121,89,156,163,89,52,16,52,-57,126,89,52,163,163,200,156,367,50,c
156,226,126,191,163,200,310,89,273,89,310,200,273,236,347,236,226,261,156,c
261,85,273,191,347,163,163,16,16,-57,200,16,126,126,52,236,-55,191,-55,c
85,156,89,156,200,273,236,126,163,-57,200,200,200,384,310,52,332,402,226,c
261,226,273,261,347,273,310,52,126,-20,310,126,273,200,236,163,85,121,-55,c
226,156,163,156,273,126,52,-57,-94,52,163,126,126,163,89,126,191,191,-55,c
191,297,126,191,200,200,273,52,126,16,347,273,347,236,273,126,367,297,121,c
297,226,273,297,347,163,89,16,-94,-167,200,89,200,89,-20,163,50,226,-55,c
156,191,89,121,200,126,89,89,-20,89,126,200,200,236,163,16,332,332,297,c
261,226,273,226,310,200,310,126,89,163,273,126,310,89,163,126,121,261,226,c
297,50,236,121,310,89,-20,52,-167,52,89,52,52,16,-94,89,85,332,156,c
191,191,200,156,200,200,163,163,126,126,236,200,200,163,126,52,402,402,332,c
367,191,457,297,384,236,126,126,-57,-20,236,52,89,16,-131,126,85,297,50,c
226,156,273,191,236,200,-57,126,-131,89,126,163,16,200,-20,-20,402,437,297,c
261,261,384,297,310,310,163,200,52,-20,310,200,200,163,89,89,297,332,226,c
332,121,347,226,310,200,-131,89,-204,-278,126,52,-20,52,-167,-20,121,297,50,c
191,297,200,261,200,273,16,163,52,-94,236,273,126,200,126,-131,473,437,332,c
332,261,420,332,347,200,52,89,16,-57,163,126,52,-20,-57,16,85,156,50,c
156,156,236,156,236,126,-20,89,52,89,16,163,-57,89,52,-131,226,226,261,c
121,226,200,191,200,236,310,273,384,163,200,163,163,163,310,-94,191,226,297,c
191,85,273,191,273,126,126,163,126,-20,16,-20,-20,16,52,-94,-55,191,50,c
15,156,126,156,163,163,273,236,384,236,52,126,89,163,347,-20,367,367,402,c
191,121,347,261,310,163,310,200,384,273,89,-20,126,-57,126,163,50,156,121,c
85,50,236,156,200,89,52,163,200,347,-20,16,16,52,89,126,226,297,261,c
121,156,273,191,200,200,273,273,384,200,200,126,236,163,273,126,332,332,332,c
261,121,384,261,347,163,89,236,163,-94,89,-57,16,52,-20,200,-19,191,121,c
50,85,163,121,163,200,126,310,310,236,126,126,89,273,200,126,332,261,437,c
191,121,310,226,310,273,310,310,384,347,236,52,236,200,163,236,50,50,191,c
156,85,236,156,310,163,89,236,163,200,52,89,126,236,89,163,156,156,156,c
121,226,163,226,236,273,273,347,457,273,200,273,273,384,347,236,367,226,367,c
261,156,347,261,420,236,236,273,236,163,52,89,126,200,89,310,-19,85,156,c
85,121,163,121,236,236,200,310,236,273,89,163,126,310,236,126,297,297,437,c
226,226,310,261,310,310,384,310,273,200,310,126,273,163,236,163,156,226,261,c
226,156,273,226,273,200,52,200,16,89,89,89,52,163,16,52,121,191,156,c
121,261,163,191,126,310,273,347,310,200,200,236,236,347,310,126,367,261,437,c
261,156,310,261,273,273,273,310,200,89,126,52,126,163,89,310,-19,85,191,c
50,121,52,85,89,200,126,273,126,200,16,163,89,347,200,200,297,191,402,c
156,261,163,191,126,310,384,273,273,163,236,200,310,347,273,236,191,50,226,c
261,191,163,191,126,236,89,163,16,16,89,89,126,200,16,200,50,-19,15,c
121,226,-20,121,-20,236,273,200,200,163,236,273,310,310,347,126,402,121,261,c
297,191,163,191,163,163,236,126,89,16,236,89,273,89,163,200,50,-55,-55,c
191,156,89,85,89,89,16,126,-20,126,89,163,126,200,89,89,261,85,156,c
156,261,163,156,126,200,200,236,163,236,236,236,273,236,163,163,297,85,226,c
261,121,273,156,236,89,-20,163,-131,163,89,89,89,52,-94,89,15,15,15,c
85,156,89,85,89,126,89,273,52,273,163,236,163,200,236,16,297,226,367,c
226,85,236,121,200,126,200,273,163,236,163,89,163,52,126,236,-55,85,156,c
85,-19,126,-19,126,52,52,236,52,310,-57,89,16,126,89,163,121,226,297,c
50,121,163,50,126,163,273,310,347,347,163,200,236,200,236,126,226,261,367,c
191,85,273,121,236,126,52,200,89,236,89,52,52,52,-94,163,-19,156,85,c
85,121,89,50,52,126,16,236,200,384,126,200,89,236,126,89,367,226,332,c
226,191,310,191,200,200,236,200,273,310,236,126,200,89,126,236,121,50,121,c
191,156,236,156,163,126,-20,126,89,236,16,126,52,89,16,163,191,85,85,c
85,261,163,121,89,200,163,200,310,273,200,310,236,200,273,200,367,85,191,c
261,226,273,191,236,163,52,89,163,52,200,200,89,16,52,310,15,-90,-160,c
156,191,-20,50,52,89,16,52,236,163,163,310,126,200,310,163,297,50,121,c
226,226,16,156,89,200,310,89,420,236,347,273,273,163,384,236,85,-55,-19,c
261,50,89,85,163,126,126,16,163,163,52,126,52,89,163,163,15,-19,-55,c
85,156,-20,85,52,236,347,126,457,200,163,273,273,273,420,126,297,121,226,c
226,156,126,191,200,163,273,52,236,16,163,126,236,89,163,200,-90,-19,-125,c
121,85,-20,85,89,126,163,16,163,89,126,200,200,236,236,52,156,121,50,c
156,156,89,226,200,236,384,126,347,126,347,200,420,200,310,200,85,50,15,c
191,50,126,156,200,126,126,-20,52,52,163,52,163,52,89,200,-90,-19,-160,c
50,191,16,121,89,200,273,89,273,273,310,310,310,273,420,163,297,156,156,c
226,191,236,226,236,163,273,-20,126,89,310,200,273,126,163,236,15,15,-90,c
85,156,52,156,126,126,16,-57,-57,-20,163,236,163,273,163,52,191,121,50,c
121,226,126,191,163,236,236,16,126,-20,310,273,347,273,310,89,226,121,85,c
191,85,200,226,236,163,-20,-57,-94,-20,163,163,200,163,52,52,15,50,-90,c
15,191,-20,156,16,126,52,16,89,52,236,347,273,310,273,-57,367,156,156,c
226,226,200,226,200,126,200,-20,52,16,273,200,236,89,89,163,50,-55,-90,c
156,85,126,85,163,52,-57,-57,-167,126,126,163,52,163,-57,52,191,50,-19,c
121,191,126,156,126,200,126,89,89,126,347,273,273,273,200,52,332,121,85,c
226,121,200,226,200,126,-20,16,-131,-57,200,89,89,52,-57,126,-19,15,-160,c
50,85,-20,85,52,89,16,52,-20,52,200,200,163,163,163,16,297,156,121,c
191,156,163,226,163,163,200,52,16,-20,310,126,236,16,126,52,85,85,-19,c
156,121,126,156,89,52,-131,-20,-204,-20,52,89,52,16,-57,-57,121,156,-19,c
50,261,52,191,52,126,163,126,89,163,200,200,273,163,163,16,332,226,191,c
191,191,236,261,236,89,89,89,-20,16,163,16,163,-57,-131,89,-19,121,-55,c
15,121,16,85,52,89,-20,163,16,200,89,163,163,163,52,-20,297,261,226,c
121,156,126,156,126,163,236,200,200,200,200,126,273,89,163,163,121,121,121,c
121,-19,89,50,89,16,16,126,52,89,-57,-20,52,16,52,126,-55,85,50,c
-55,85,-20,50,16,89,236,236,384,347,89,163,273,163,384,89,261,261,297,c
156,85,236,191,273,89,200,126,163,200,126,16,236,-20,89,236,-90,121,-19,c
85,85,89,121,163,89,89,89,89,200,126,89,163,126,163,126,191,226,191,c
191,226,163,226,200,236,347,200,310,200,347,126,347,126,273,200,156,156,191,c
297,85,236,156,200,89,89,89,52,126,89,-20,52,-20,-20,200,-19,121,50,c
85,156,89,121,89,163,273,236,347,384,200,163,200,163,310,200,332,297,367,c
297,85,310,191,273,89,310,163,273,310,310,-57,163,-57,126,347,15,85,50,c
191,15,89,50,89,16,52,126,200,310,236,-57,89,52,163,163,156,156,191,c
191,156,89,121,52,126,347,236,457,273,310,52,273,126,384,273,226,121,261,c
261,50,200,121,163,52,200,163,236,163,52,-57,16,16,126,347,-19,50,121,c
50,85,-20,-19,-20,16,236,273,420,420,52,126,89,273,384,236,332,121,367,c
226,85,200,50,163,52,347,273,420,347,126,52,163,163,236,310,15,-55,85,c
156,50,126,50,200,52,163,200,200,310,16,52,16,200,89,126,121,121,121,c
85,191,89,156,126,200,384,273,457,384,236,200,236,347,310,-57,297,191,261,c
191,121,236,226,236,200,273,163,163,200,52,16,89,126,16,16,-55,85,15,c
-19,50,-20,50,89,163,236,200,236,200,16,89,126,236,236,273,226,226,297,c
121,121,200,156,273,200,420,200,310,126,163,16,236,126,200,457,-19,191,156,c
121,15,163,85,273,89,89,126,52,89,-20,-20,16,126,52,236,-19,191,121,c
50,156,52,121,163,163,384,236,310,310,126,163,236,236,384,163,226,226,402,c
156,15,163,121,200,89,273,200,126,273,52,-20,126,16,163,273,-90,50,156,c
15,15,-20,15,52,89,236,273,236,236,52,89,126,200,347,89,156,226,402,c
121,121,126,121,126,163,384,347,384,273,236,89,347,126,384,200,15,156,297,c
121,15,200,85,200,52,89,200,52,310,89,16,126,16,89,163,15,156,191,c
-19,156,52,85,52,126,236,310,273,494,273,200,347,126,384,126,332,191,402,c
261,121,236,191,200,89,200,236,89,310,236,-20,236,-94,163,310,-19,15,50,c
121,85,52,50,89,52,16,200,52,126,163,89,163,52,200,126,261,261,226,c
156,226,163,156,163,200,236,273,236,52,310,200,310,89,273,126,226,226,191,c
261,156,310,191,310,126,16,163,-20,16,126,52,52,-20,-20,89,15,121,15,c
85,261,200,191,200,236,163,236,236,200,236,273,200,236,236,89,402,297,332,c
226,226,347,297,273,200,236,163,236,163,236,163,200,52,126,163,50,85,50,c
121,156,200,156,163,126,89,126,163,236,52,200,52,126,126,-57,191,191,191,c
121,226,163,156,126,200,384,236,347,126,200,273,273,236,310,126,261,156,297,c
226,156,310,191,273,126,163,89,89,-94,89,126,89,89,-20,384,-19,85,50,c
85,156,126,85,126,126,163,163,236,200,89,310,163,273,236,347,367,191,332,c
261,191,310,191,236,163,273,200,236,273,200,163,200,163,163,347,85,-19,156,c
156,85,163,121,126,163,89,200,126,126,16,163,52,236,126,200,121,85,261,c
50,156,52,156,52,273,384,310,457,52,163,310,236,347,420,236,226,191,437,c
156,121,236,226,236,273,236,236,273,-20,52,163,89,200,163,273,-55,121,156,c
50,156,52,156,126,273,200,236,310,200,52,273,89,384,310,126,367,332,437,c
156,226,236,332,236,384,384,236,347,200,163,163,200,310,236,236,191,226,226,c
191,121,273,261,273,310,126,126,16,52,-57,126,-20,273,16,126,191,367,191,c
50,297,236,297,200,420,310,236,236,52,126,310,200,420,273,89,473,473,402,c
191,261,457,367,384,347,200,163,16,-94,52,126,126,200,-20,200,121,332,50,c
50,261,273,297,236,310,126,163,16,-20,52,273,89,347,126,52,402,473,226,c
191,402,384,402,273,347,310,163,200,-20,310,273,273,236,236,163,332,297,121,c
226,226,310,261,236,126,16,52,-94,16,163,163,89,163,16,163,191,226,-19,c
85,297,126,191,126,163,200,163,163,163,310,310,273,347,273,163,473,297,261,c
261,191,310,226,273,163,126,89,89,52,273,163,200,89,-57,236,121,121,-19,c
121,191,126,121,163,126,-20,89,-20,126,163,236,89,200,16,16,332,261,156,c
156,297,163,226,163,236,200,126,163,126,347,273,273,200,236,52,297,191,191,c
191,191,200,191,200,200,16,52,-57,-57,126,126,89,52,16,52,50,121,15,c
50,226,16,156,16,273,163,126,200,126,236,273,236,236,310,16,367,226,332,c
226,156,200,191,163,236,200,89,126,126,236,126,200,52,126,200,15,-19,50,c
121,121,89,85,52,163,-20,126,52,126,126,236,89,200,126,126,191,85,156,c
85,191,52,121,16,200,236,200,310,163,273,310,273,236,347,236,226,15,261,c
121,15,89,50,52,89,52,163,126,236,163,89,89,89,126,273,-125,-125,15,c
15,50,-94,-90,-94,52,126,236,273,347,200,236,200,273,347,126,226,50,332,c
191,85,89,50,126,89,273,236,236,163,347,126,310,163,236,273,-90,-19,121,c
156,-19,16,-55,89,-20,16,163,89,236,126,126,89,200,89,200,-55,50,85,c
121,121,16,15,89,89,273,236,420,347,310,273,236,310,347,200,121,121,191,c
261,121,236,156,310,126,126,126,163,126,200,89,126,126,52,236,-195,85,-90,c
85,121,52,85,126,163,89,163,200,200,163,273,163,347,273,89,191,226,191,c
226,191,236,226,310,236,347,163,236,236,310,163,273,200,273,200,15,50,50,c
226,50,200,121,273,126,89,89,-20,126,126,52,89,163,89,163,15,121,-55,c
156,191,89,191,200,236,310,200,273,163,310,236,310,347,347,126,297,261,156,c
332,156,273,261,310,163,163,126,52,126,200,52,163,163,52,273,-55,15,-125,c
156,121,126,156,126,126,89,200,89,457,52,126,89,310,200,163,261,85,156,c
226,226,236,261,163,200,384,273,273,310,236,126,236,273,310,273,191,-19,50,c
261,121,163,191,163,52,89,126,-20,-57,52,52,16,163,16,273,50,-55,-125,c
121,226,-20,156,-20,89,200,273,273,236,273,236,200,347,273,273,402,50,156,c
332,156,163,191,163,-20,126,163,126,457,200,16,89,126,52,420,50,-125,-55,c
156,121,16,156,52,16,16,200,52,347,89,52,-20,236,89,236,261,121,121,c
226,261,126,261,163,163,273,273,200,89,273,89,126,236,200,310,261,156,191,c
261,121,236,261,273,89,-20,200,-57,16,52,-57,-57,89,-94,273,15,121,50,c
50,156,52,191,126,163,52,236,126,200,52,126,52,310,200,126,367,297,297,c
261,191,310,332,310,236,163,200,89,89,89,-20,52,89,16,200,50,226,15,c
156,156,236,297,236,200,-20,163,-57,52,-57,52,-94,126,-57,16,261,402,156,c
156,261,273,332,200,273,163,236,200,163,163,236,52,236,89,52,367,367,261,c
297,156,420,297,310,126,-57,126,-94,163,-20,52,-131,16,-204,89,85,191,50,c
156,156,163,121,89,89,-20,236,52,273,16,163,-57,163,89,89,402,297,367,c
261,156,273,156,200,89,163,273,163,236,126,52,52,-20,52,273,50,85,191,c
156,50,126,50,89,-57,-57,236,52,200,-57,52,-94,52,-20,163,85,85,191,c
85,191,52,85,52,52,236,310,420,273,200,236,163,163,347,200,226,121,297,c
261,85,200,156,200,-20,89,200,273,163,89,52,16,-57,52,273,-125,-55,15,c
50,85,-20,15,52,-20,52,236,347,310,16,163,16,126,200,126,226,85,297,c
121,156,126,156,163,126,347,310,494,347,126,126,126,52,273,273,50,-19,156,c
50,-19,89,50,126,16,126,163,200,347,-94,16,-57,16,89,200,-19,50,121,c
-55,85,-57,50,16,126,273,273,457,384,126,163,200,163,347,163,226,156,261,c
226,85,200,156,200,126,126,126,163,89,89,-20,126,-57,52,236,-90,50,-90,c
50,85,52,121,89,163,16,126,89,89,16,126,89,126,163,52,226,332,121,c
85,191,200,226,126,200,236,126,236,52,163,163,236,52,200,126,156,226,15,c
121,85,236,156,163,52,16,16,-20,-57,52,52,52,-57,-57,52,-19,156,-125,c
-19,156,52,85,16,126,163,126,273,126,200,236,273,200,273,16,297,297,156,c
121,156,273,226,163,126,126,52,126,16,163,126,236,16,89,52,-19,191,-160,c
85,191,200,191,126,89,-94,-20,-57,-20,89,200,126,52,52,-57,261,332,-55,c
156,297,273,261,126,163,126,52,163,163,310,200,347,16,163,126,261,226,15,c
226,121,310,191,236,89,-57,16,-94,163,163,16,126,-57,-131,126,-55,156,-125,c
50,191,89,121,89,200,89,89,89,126,236,273,273,273,163,-57,297,332,191,c
226,297,347,297,310,347,200,16,16,-131,273,200,273,126,-20,52,50,156,-90,c
156,261,236,261,236,273,-20,-57,-204,-57,126,200,89,163,-131,-20,226,226,-19,c
156,332,236,261,163,310,200,89,89,89,273,273,310,236,126,89,297,156,156,c
261,191,310,226,236,200,52,89,-57,89,126,126,126,52,-94,200,15,15,15,c
85,156,52,50,-20,163,89,200,52,347,89,273,163,236,163,126,367,156,402,c
191,156,163,121,16,163,273,273,126,273,236,126,236,89,89,310,50,-19,191,c
156,15,89,-19,-20,16,52,200,-20,236,16,52,52,89,-20,200,50,15,226,c
50,121,-20,-19,-94,89,310,310,347,531,200,163,236,200,310,163,226,50,402,c
191,15,163,15,52,52,126,200,200,384,89,-20,52,16,16,273,-90,-19,50,c
50,50,16,-55,-20,89,16,236,236,163,52,126,89,273,163,200,226,191,297,c
156,121,163,121,163,236,273,310,310,126,200,89,273,200,163,384,50,85,226,c
85,-55,163,50,200,126,-20,236,16,347,-57,16,89,126,-20,273,15,85,156,c
-55,121,89,85,126,236,236,310,273,420,126,163,273,273,310,163,297,226,367,c
156,85,310,156,310,200,163,236,163,126,89,16,163,52,52,236,-55,121,85,c
15,50,126,85,163,200,52,236,200,200,-57,163,126,236,163,163,261,297,332,c
15,156,236,191,200,273,310,236,420,273,126,236,310,200,310,310,191,156,261,c
85,50,236,121,200,163,126,126,163,200,-20,200,89,126,126,310,-55,85,121,c
15,191,52,85,52,200,347,200,384,310,126,384,236,347,384,236,297,226,332,c
226,191,236,226,200,236,310,89,236,89,163,200,200,200,126,310,-19,85,-19,c
50,121,126,191,126,236,89,126,163,89,126,310,163,384,200,163,191,261,121,c
50,261,163,191,163,310,347,200,384,89,384,384,420,384,384,273,121,226,191,c
121,156,163,191,273,200,163,89,126,89,236,236,236,163,126,310,-160,85,-19,c
85,156,16,121,163,236,273,163,236,236,236,347,310,347,347,163,261,261,261,c
297,191,236,261,347,310,384,200,163,52,384,163,347,236,126,236,-19,121,50,c
226,121,126,156,273,236,126,126,-20,89,236,200,126,310,16,126,121,191,121,c
191,261,126,191,236,273,384,236,310,200,420,310,347,347,273,200,226,156,261,c
297,191,236,261,347,236,236,163,89,16,310,126,163,126,16,200,-90,85,50,c
121,226,16,156,163,273,273,236,200,89,273,273,200,384,236,52,297,332,332,c
261,332,273,297,347,347,457,236,200,52,384,236,310,236,163,163,85,191,85,c
297,226,200,191,273,200,126,52,-57,52,273,236,126,163,52,16,156,191,50,c
332,402,163,226,200,273,310,126,200,163,457,347,310,200,273,-57,367,261,191,c
508,402,384,367,347,236,163,16,16,-57,310,163,126,52,-20,-20,85,191,-90,c
332,402,200,297,236,236,89,52,52,-20,200,273,126,236,163,-94,402,332,191,c
367,402,347,402,310,347,310,163,200,163,310,200,273,126,163,89,226,156,121,c
297,261,347,261,310,163,89,89,-57,236,52,89,52,52,-57,16,156,156,50,c
156,402,200,261,236,273,310,200,200,310,273,310,236,273,236,-20,473,297,332,c
367,367,384,367,384,236,163,89,16,16,200,163,163,52,16,200,121,156,50,c
156,332,200,261,200,200,-20,89,16,16,126,273,126,163,163,89,402,297,226,c
226,367,310,332,273,236,200,163,163,89,273,236,273,89,273,163,332,156,191,c
261,226,310,261,273,89,-57,126,-94,163,89,52,89,-57,16,89,121,85,85,c
85,261,89,121,16,126,52,273,163,273,200,200,200,163,310,-20,402,191,402,c
297,261,273,191,126,89,89,273,163,126,200,89,126,-57,89,89,15,-19,121,c
121,156,89,50,16,16,-20,236,163,163,52,200,-20,16,126,-20,156,50,261,c
85,191,52,50,-20,52,236,273,457,420,163,236,200,16,420,89,121,15,261,c
156,50,126,15,89,-20,126,200,273,531,16,52,89,-131,200,126,-195,-19,50,c
-55,85,-94,-90,-20,-20,200,236,457,531,126,236,200,163,420,126,191,191,332,c
50,156,126,85,163,89,310,236,457,200,200,126,236,16,310,273,-125,85,121,c
15,15,16,15,89,52,89,200,347,200,-20,52,16,89,236,200,-19,156,226,c
50,85,52,15,89,126,384,310,604,494,163,126,200,126,384,384,156,156,367,c
226,-19,236,85,236,126,200,163,310,457,52,-57,52,16,16,384,-125,50,85,c
85,50,52,50,89,163,163,200,347,273,126,126,52,273,236,273,226,261,332,c
226,226,200,261,163,273,310,236,457,16,273,89,163,126,236,457,50,85,156,c
191,85,163,156,89,126,52,163,273,163,16,16,-20,126,163,347,85,85,191,c
85,156,16,156,-57,236,273,273,568,457,163,236,200,310,457,273,332,191,367,c
297,50,236,156,163,163,163,163,236,163,163,89,126,126,163,273,-19,50,-19,c
191,85,52,15,89,163,126,163,236,16,200,200,236,310,273,163,261,261,226,c
261,191,163,121,200,236,310,163,347,-20,384,200,384,200,273,273,85,156,85,c
226,121,200,156,236,163,52,16,89,52,126,126,126,126,52,163,15,85,-19,c
85,261,89,156,126,236,273,52,310,236,236,310,273,236,347,89,332,156,191,c
297,191,273,226,273,163,163,-20,89,-20,273,163,236,16,52,126,-55,15,-125,c
191,191,89,156,126,163,52,16,52,16,236,273,200,236,163,-57,226,226,121,c
226,261,200,226,163,236,310,89,273,126,347,273,347,236,310,-20,226,156,156,c
191,121,273,226,200,126,52,16,16,16,16,126,52,52,16,52,85,121,50,c
50,156,89,121,-20,126,126,126,200,126,89,273,126,163,273,89,402,156,367,c
297,121,310,156,163,89,163,89,126,126,163,89,126,-57,52,200,50,-19,121,c
191,85,163,50,89,52,-20,126,-20,273,16,89,16,52,16,16,226,156,226,c
191,191,200,121,126,163,200,163,200,200,200,163,236,126,163,52,297,156,261,c
226,156,310,226,273,163,-20,52,-131,-131,89,89,126,52,-94,16,85,156,15,c
15,226,126,191,163,236,16,52,-57,-94,163,310,236,273,163,-204,473,332,332,c
156,261,273,367,310,310,89,89,-94,-94,310,163,310,89,16,-131,156,121,121,c
156,121,236,226,273,200,-167,52,-315,-57,126,126,89,89,-167,-167,261,156,226,c
156,226,200,261,200,310,89,163,-57,-20,310,236,273,163,52,-167,437,226,367,c
261,121,347,261,310,200,-57,52,-278,-167,163,52,89,-20,-204,-167,85,121,50,c
50,156,89,121,89,126,-20,89,-57,52,89,163,126,126,52,-315,367,226,297,c
121,191,200,156,200,163,163,89,89,52,163,52,200,-20,52,-94,85,15,85,c
85,15,89,-19,89,-20,-94,-20,-57,52,-20,-20,-20,-20,-57,-57,15,15,50,c
-19,121,16,-19,16,89,163,126,273,236,200,163,236,126,273,16,226,85,226,c
121,15,163,15,163,-20,52,-20,52,89,163,16,126,-57,-20,89,-125,-55,-90,c
-55,15,-57,-90,16,-57,-20,16,89,236,52,126,89,89,89,-57,191,156,191,c
85,50,126,-19,163,16,200,89,236,200,163,89,236,52,89,89,50,50,85,c
85,-90,126,-55,236,-20,16,52,16,16,-94,-57,52,-20,-57,200,-90,15,15,c
-90,-90,-57,-160,52,16,236,200,310,273,89,89,236,163,347,273,191,50,297,c
85,-55,126,-19,236,52,236,126,200,236,52,-94,126,-94,89,347,-195,-90,-19,c
-55,-55,-20,-55,52,16,89,126,126,273,-57,52,52,52,200,163,156,121,226,c
-19,50,89,85,126,126,347,200,347,236,52,89,200,52,384,273,121,50,191,c
15,-90,126,50,126,52,126,126,52,126,-131,-57,-20,-20,126,310,-90,50,15,c
-125,-55,-94,-55,-57,52,273,200,310,273,16,52,126,163,384,236,226,121,332,c
121,-55,126,50,126,52,347,200,310,236,126,-94,163,-20,236,420,-55,-55,121,c
50,-90,16,-55,16,-20,126,126,200,273,-20,-20,52,89,200,347,156,50,226,c
50,85,89,15,52,89,347,163,420,310,200,126,273,200,384,384,261,15,261,c
156,15,236,85,200,89,163,89,126,89,52,16,89,89,52,384,-55,-90,15,c
15,50,-20,-19,52,89,163,163,236,200,126,163,200,273,310,236,297,50,297,c
226,156,163,121,200,163,273,163,236,163,347,52,310,52,236,347,15,-55,50,c
156,50,52,-19,163,16,52,89,52,126,200,52,163,126,163,200,85,50,156,c
85,156,16,50,163,200,347,236,310,200,347,200,347,273,384,236,226,121,367,c
261,15,200,85,273,126,163,126,52,52,200,-20,163,89,52,273,-125,15,85,c
121,15,52,-19,126,126,126,200,89,273,163,126,163,236,236,89,226,156,367,c
226,85,236,85,236,163,347,236,163,236,347,89,273,89,200,200,15,50,191,c
191,-19,163,-19,200,16,16,126,-57,126,126,126,52,89,52,89,15,15,156,c
85,191,52,15,52,163,200,236,236,236,236,494,236,273,347,89,332,121,367,c
297,156,273,156,163,126,52,126,16,16,89,236,89,89,16,163,85,50,85,c
121,191,89,121,16,163,-94,200,-20,52,52,163,52,236,163,52,332,261,261,c
226,191,273,156,163,236,126,200,52,16,236,163,200,89,163,163,156,191,191,c
226,85,273,121,236,89,-131,89,-204,-57,16,52,-57,-57,-94,89,15,156,121,c
15,156,52,50,52,126,52,200,89,273,52,16,89,126,200,16,297,226,367,c
156,85,200,121,163,126,126,163,52,273,16,-241,52,-94,16,163,-90,15,85,c
50,85,16,15,89,89,16,163,16,236,-57,-94,-57,16,89,52,121,156,226,c
85,156,52,50,89,163,236,236,273,273,163,52,126,52,236,126,50,50,191,c
156,15,52,15,163,52,52,163,126,236,-20,-94,-57,-20,16,200,-195,-19,15,c
15,50,-167,-90,-57,52,163,236,347,384,52,126,89,163,347,163,156,121,332,c
121,50,16,50,89,89,236,200,273,273,52,-20,89,16,163,273,-160,15,85,c
-19,-55,-94,-90,-20,16,16,200,126,236,-57,16,-57,126,126,163,-19,121,191,c
-19,85,-20,-55,16,126,273,310,384,310,163,126,163,200,310,273,85,121,261,c
156,15,163,15,163,52,89,236,163,236,52,-57,-57,16,16,310,-160,15,-19,c
50,50,-20,-55,16,52,89,273,310,384,52,126,52,200,273,200,191,191,226,c
121,85,163,121,163,163,236,273,384,236,163,52,163,52,273,384,-90,85,-19,c
50,15,89,50,163,89,52,126,200,89,16,89,16,126,200,310,-55,191,50,c
-19,121,16,85,126,236,347,200,457,236,200,236,273,236,457,236,156,261,226,c
191,85,236,191,310,236,236,89,200,126,163,126,126,52,126,200,-90,191,-19,c
50,156,52,121,163,236,236,126,163,126,126,273,163,236,273,16,297,402,297,c
156,226,236,226,273,273,420,126,273,52,273,236,273,163,236,200,50,226,85,c
191,121,236,156,273,163,126,16,89,52,52,163,89,89,89,163,50,226,50,c
121,261,163,156,200,200,347,126,384,236,236,347,273,200,384,126,367,261,261,c
367,226,347,226,310,163,236,16,126,16,236,200,126,16,89,163,50,85,-55,c
226,297,163,156,163,163,200,52,126,89,236,347,163,200,236,52,367,261,191,c
297,367,273,261,236,236,384,89,273,52,420,384,347,200,273,126,297,156,85,c
332,261,310,226,310,126,52,16,-20,-94,273,273,126,126,-20,52,226,156,-55,c
332,297,163,156,236,200,163,89,163,52,457,384,310,273,200,52,508,226,191,c
578,261,384,261,420,200,236,52,16,16,457,163,273,52,16,126,85,85,-90,c
367,226,163,191,273,200,163,89,16,52,347,200,163,200,126,-20,261,191,156,c
297,297,163,226,236,273,384,163,273,126,457,273,347,200,310,89,261,121,191,c
332,191,236,226,310,236,163,89,16,52,236,126,126,126,16,163,50,85,50,c
156,191,89,121,163,273,236,200,163,163,273,310,236,384,200,52,402,297,402,c
297,191,310,261,310,347,273,200,126,-20,310,163,236,163,16,52,85,191,156,c
261,156,236,191,236,273,52,163,-20,-167,126,200,52,236,16,-131,261,332,297,c
226,332,273,297,200,384,347,200,236,-94,347,347,273,273,273,-94,402,297,367,c
332,226,384,332,273,273,126,16,-20,-94,163,163,89,89,16,-57,121,156,121,c
191,261,200,226,126,273,163,89,163,52,163,347,200,236,236,-167,402,261,402,c
